,0,1,2,3,4,5,6,7,8
0,7855.0,8272.5,9455.0,9241.0,20861.0,9111.0,0.38602086240116934,-0.3762369705765932,0.0
1,8606.0,9344.0,11450.0,11956.0,22742.0,11666.0,0.3108536515072915,-0.3302526906878802,0.0
2,8794.0,9818.0,12444.0,13749.0,23004.0,12267.0,0.25181617827116154,-0.2979011509817197,0.0
3,8164.0,8627.0,9812.0,9753.0,18287.5,9565.5,0.3043633316096361,-0.30162458406733217,0.0
4,8158.0,8604.5,9825.5,9823.0,19765.5,9778.0,0.33602582084255705,-0.3359129465040046,0.0
5,8537.0,9062.0,10648.0,10765.0,21645.5,10391.0,0.33570910661668285,-0.3405484075742797,0.0
6,8707.0,9426.0,11285.0,11698.5,21873.0,11964.5,0.3030695679370895,-0.3193196212075517,0.0
7,8591.0,9197.5,10845.0,11148.0,21093.0,11033.0,0.308458174374244,-0.3208716888972384,0.0
8,10260.0,11225.0,13456.0,15015.5,20474.0,15479.0,0.15380605531213457,-0.20683760683760682,0.0
9,8204.0,8861.0,10542.0,10375.0,20109.0,10140.0,0.31931505051830467,-0.31212684741117747,0.0
10,8146.5,8613.5,9631.0,9679.0,17050.5,9797.5,0.2757814399820423,-0.2780765699079887,0.0
11,8611.0,9195.0,10819.5,11099.0,20442.5,11181.0,0.2962287779591966,-0.30781779796558123,0.0
12,8830.0,9528.0,11297.0,11653.0,21053.0,11550.0,0.28740903809698526,-0.30157650695517774,0.0
13,8529.0,9332.0,11305.0,11558.0,22562.0,11462.0,0.32250879249706915,-0.3323884607434966,0.0
14,8445.0,9189.0,11187.0,11266.0,22300.0,10523.0,0.32872549603765716,-0.3318601248245588,0.0
15,8600.0,9297.0,11324.0,11392.0,22518.0,10619.0,0.3281038041875553,-0.3307724129779564,0.0
16,12558.5,14098.5,16345.5,18105.5,23363.0,15972.0,0.12678297985217696,-0.17672538625231374,0.0
17,9107.0,9767.0,11250.0,11257.0,20432.0,12160.0,0.28953264539745655,-0.28981756202259956,0.0
18,8420.5,9069.5,10871.5,11003.0,21834.0,10488.0,0.3298413375156074,-0.335188271085903,0.0
19,8303.0,8844.0,10371.0,10305.5,21967.5,10103.5,0.36135469277724414,-0.35859733753884687,0.0
20,8142.0,8687.5,10113.0,9948.0,20678.0,10069.5,0.35035590674590217,-0.34311974278198176,0.0
21,7995.0,8374.5,9536.0,9678.5,17982.5,9102.0,0.3002060663027367,-0.3069389683303959,0.0
22,8259.5,8747.5,10136.5,10403.0,20038.0,10496.5,0.3165139121579449,-0.3281413113721851,0.0
23,8210.0,8735.5,10174.5,10680.0,20541.0,11151.0,0.3158451042567503,-0.33750061044098256,0.0
24,8945.0,9715.0,11763.0,12292.0,22652.0,11813.0,0.296474358974359,-0.3164027313671364,0.0
25,8328.0,8799.5,10180.0,10382.0,19358.0,10466.0,0.3018157363819771,-0.3107183966416142,0.0
26,8302.0,8848.5,10598.5,10675.0,21212.5,10097.5,0.33045864366914934,-0.333658168558046,0.0
27,8104.0,8577.0,9938.0,10075.5,20366.0,9575.0,0.3380418179130463,-0.3441129883843717,0.0
28,8541.5,9202.5,11070.0,11375.0,22855.5,10721.0,0.335388031141818,-0.3473935535216872,0.0
29,10312.0,10960.0,12826.0,13970.0,20988.0,13330.0,0.20075519194461927,-0.2413793103448276,0.0
30,8313.0,8674.0,9959.5,9993.0,20605.5,10534.5,0.34683072699642137,-0.3483068869622117,0.0
31,8981.0,9700.0,11638.0,12151.0,21612.0,11637.0,0.28021799010751414,-0.29996992481203005,0.0
32,9319.0,10033.0,12114.0,13020.0,22308.0,12493.0,0.26290760869565216,-0.296147812445529,0.0
