,0,1,2,3,4,5,6,7,8
0,9088.0,9346.0,10111.0,10381.0,10918.0,10625.0,0.0252124512887929,-0.038375576584716346,0.0
1,9548.666666666666,10018.666666666666,10898.666666666666,11451.333333333334,14219.333333333334,12386.0,0.1078273515815717,-0.1322026700639648,0.0
2,10564.818181818182,10965.272727272728,11961.181818181818,13208.09090909091,14404.545454545454,15637.09090909091,0.04332996421269572,-0.0926719604996845,0.0
3,10289.181818181818,10692.727272727272,11734.727272727272,12989.09090909091,15902.0,16696.545454545456,0.10082378336196747,-0.15078748963829425,0.0
4,10291.2,10710.2,11493.2,12363.6,13629.6,13966.8,0.048705045935090716,-0.08503829191013738,0.0
5,10881.6,11553.6,12880.4,14039.8,15114.2,15500.2,0.03685257597585242,-0.0797939602637652,0.0
6,9800.0,10125.454545454546,10949.272727272728,11450.0,16080.454545454546,13303.272727272728,0.16819390096917466,-0.1898347610543274,0.0
7,11109.0,11600.727272727272,12944.727272727272,14820.636363636364,16895.454545454544,18844.090909090908,0.0654184712663775,-0.13239621986217484,0.0
8,11033.272727272728,11713.09090909091,13057.272727272728,14519.454545454546,15794.818181818182,18371.909090909092,0.04207139151374839,-0.09488204730711179,0.0
9,10294.6,10838.6,12097.2,13308.6,15892.8,15606.0,0.088495757052744,-0.1356055734190782,0.0
10,9966.285714285714,10433.785714285714,11607.92857142857,12160.92857142857,15326.714285714286,14549.214285714286,0.11517123278772025,-0.13806701406844615,0.0
11,10385.166666666666,10869.666666666666,11830.166666666666,12916.0,14069.166666666666,15289.0,0.042733353509026545,-0.08645010167571882,0.0
12,10449.8,10944.6,12001.8,13283.2,15521.8,16626.6,0.07771567436208987,-0.12789024691537446,0.0
13,10246.0,10618.0,11547.0,12258.0,13243.0,13738.0,0.038625936237794596,-0.06841468334005647,0.0
14,11192.90909090909,11718.09090909091,12933.0,14483.727272727272,15700.636363636364,18576.636363636364,0.04031587697423112,-0.09665682445947234,0.0
15,9675.0,10117.0,10853.0,12088.0,12967.0,13987.0,0.035082817800838155,-0.08874895046179682,0.0
16,9970.0,10136.0,10614.0,11192.0,11653.0,12326.0,0.020179470343620047,-0.04666097812906993,0.0
17,9935.0,10334.0,11215.0,12181.0,13246.0,13840.0,0.04188461084673772,-0.08303012959404767,0.0
18,11888.636363636364,12471.454545454546,13552.636363636364,14528.545454545454,16040.454545454546,16145.636363636364,0.04945889924135863,-0.08406753419102739,0.0
19,9409.0,9757.0,10548.0,10944.363636363636,13991.636363636364,12119.0,0.12220375069268238,-0.14032955959931245,0.0
20,10046.833333333334,10475.833333333334,11649.0,12568.833333333334,16130.0,14637.0,0.12408750646077364,-0.16130890240829404,0.0
21,11555.0,12335.6,13893.0,15376.8,16781.4,17808.8,0.04367781778830911,-0.09416321101635244,0.0
22,9383.0,9746.0,10355.0,10867.0,12485.0,11401.0,0.06928742720109626,-0.09325744308231174,0.0
23,11015.642857142857,11556.142857142857,12692.214285714286,13610.57142857143,14881.57142857143,15293.0,0.044608789390558796,-0.07939994767286734,0.0
24,10841.07142857143,11357.142857142857,12332.642857142857,13898.92857142857,14870.785714285714,16711.5,0.03378056289351899,-0.09330231483426457,0.0
25,11204.0,11806.714285714286,13120.142857142857,14512.142857142857,15734.642857142857,17775.071428571428,0.04041751780000236,-0.09060888636943117,0.0
26,9697.0,10150.0,10976.0,11769.0,13402.0,13729.0,0.06487624647411704,-0.09951595701041924,0.0
27,10906.333333333334,11432.166666666666,12756.333333333334,14120.833333333334,15560.333333333334,15665.333333333334,0.0484987674563556,-0.09902295467922306,0.0
28,9824.272727272728,10656.09090909091,12406.0,13372.181818181818,16640.545454545456,14927.636363636364,0.10889925486157392,-0.14578482185332636,0.0
29,10387.0,10841.0,11334.0,11880.0,12474.0,13013.0,0.024390243902439025,-0.04788306451612903,0.0
30,9788.0,10256.0,11031.0,11459.0,14946.0,12036.0,0.13205832228744557,-0.15071024367709898,0.0
31,10000.0,10490.90909090909,11677.90909090909,12256.272727272728,15556.636363636364,13983.727272727272,0.11866301455831496,-0.14241938714199884,0.0
32,10090.6,10513.4,11320.4,12272.4,13665.6,13405.6,0.05371269951422626,-0.09386056191467225,0.0
33,10372.0,11073.5,12693.333333333334,14020.5,15320.666666666666,17053.833333333332,0.04431203031008763,-0.09378644011327665,0.0
34,11160.714285714286,11805.714285714286,13123.0,14378.5,16016.142857142857,17134.35714285714,0.053879325539040006,-0.09928716405032013,0.0
35,10889.0,11243.666666666666,12065.166666666666,13346.666666666666,14764.833333333334,14532.5,0.050447918704681995,-0.10062119517952545,0.0
36,10676.09090909091,11137.90909090909,12258.636363636364,13270.454545454546,15330.181818181818,15841.181818181818,0.07201683370045801,-0.1113329840482145,0.0
37,10271.0,10519.0,11518.0,12064.0,13130.0,14092.0,0.04231166150670795,-0.06540084388185655,0.0
38,11509.0,12155.642857142857,13544.214285714286,14760.857142857143,16562.0,17322.285714285714,0.05750250843747148,-0.10023796700728609,0.0
39,10101.0,10459.0,10908.0,11437.0,12560.0,11890.0,0.04679751635621119,-0.07039372762911199,0.0
40,10638.09090909091,11143.90909090909,12374.09090909091,13495.727272727272,15600.272727272728,16729.636363636364,0.07233109205888974,-0.11532637024808426,0.0
41,9026.0,9157.0,9119.0,9227.0,9447.0,9834.0,0.011781086001927813,-0.01766670257459873,0.0
42,10121.5,10544.166666666666,11719.666666666666,12220.5,16277.666666666666,13443.666666666666,0.14236588318546806,-0.1628012191637299,0.0
43,8874.0,9223.0,9832.0,10353.0,11363.0,10474.0,0.04650948609320317,-0.0722340174569474,0.0
44,11531.6,12247.8,13789.6,15288.4,16942.2,18566.2,0.051311486599691015,-0.10258429379339967,0.0
45,10790.09090909091,11287.454545454546,12477.181818181818,13640.727272727272,14953.636363636364,16369.818181818182,0.04591496099040501,-0.09028001020749722,0.0
46,9567.0,10142.0,10929.0,11382.0,13525.0,12199.0,0.08604006905689164,-0.10615850167661732,0.0
47,10446.0,10912.0,11485.0,12161.0,13384.0,13788.0,0.047876296731258566,-0.07636012706582493,0.0
48,10270.5,10663.333333333334,11560.333333333334,12386.5,14686.5,14232.666666666666,0.08495549071030177,-0.11910643188702126,0.0
49,10004.6,10391.8,11351.6,12224.2,14016.0,14311.8,0.06828454051417288,-0.10503161513111212,0.0
50,10744.545454545454,11233.181818181818,12223.545454545454,13269.636363636364,14637.545454545454,15546.818181818182,0.049016382228100265,-0.08986976769372394,0.0
51,10557.636363636364,11025.181818181818,12236.181818181818,14349.636363636364,15875.181818181818,21231.363636363636,0.05047327151377704,-0.1294494300266796,0.0
52,9518.0,9781.0,10190.0,10440.0,11162.0,10034.0,0.033422831219331546,-0.04552266766579243,0.0
53,10616.90909090909,11081.454545454546,11965.818181818182,12872.545454545454,13987.727272727272,14380.90909090909,0.04151788887271841,-0.07790492803575616,0.0
54,10356.714285714286,10788.57142857143,11753.142857142857,12436.0,14284.642857142857,13505.285714285714,0.06918407117022954,-0.09722408916711703,0.0
55,10846.09090909091,11365.0,12975.545454545454,13826.454545454546,17238.18181818182,14475.09090909091,0.10982672492252227,-0.14108277092591875,0.0
56,10496.0,10636.0,11024.0,11759.0,12279.0,13859.0,0.021632415342374575,-0.05385572673046389,0.0
57,9996.714285714286,10322.857142857143,11326.92857142857,12273.285714285714,14619.142857142857,15246.57142857143,0.08723113781361722,-0.12688681193134113,0.0
58,10282.166666666666,10880.666666666666,12326.833333333334,13232.166666666666,16126.666666666666,13743.666666666666,0.09859042991036202,-0.13354537520281626,0.0
59,11102.454545454546,11736.09090909091,13172.272727272728,13977.181818181818,15810.818181818182,14223.545454545454,0.06155620933383792,-0.0910374073911434,0.0
60,10507.5,11108.833333333334,12487.0,13539.0,14392.0,13613.666666666666,0.030539543875980093,-0.07087317236504334,0.0
61,9788.0,10256.0,11031.0,11459.0,14946.0,12036.0,0.13205832228744557,-0.15071024367709898,0.0
62,11445.454545454546,12106.181818181818,13569.181818181818,14676.818181818182,16336.0,18150.18181818182,0.05349987248674301,-0.09251969102344684,0.0
63,10241.4,10605.0,11723.4,12713.2,13681.0,14672.8,0.03666714657007976,-0.07705751759537718,0.0
64,9139.8,9496.2,10309.6,10777.6,12677.4,10897.8,0.08099765508420376,-0.10300604689607167,0.0
65,10896.272727272728,11448.818181818182,12591.636363636364,13848.363636363636,15248.363636363636,17824.636363636364,0.04811537692461508,-0.09542842215256006,0.0
66,10696.0,10972.0,11483.0,12054.0,12477.0,13739.0,0.017243487831723126,-0.04148580968280467,0.0
67,10014.142857142857,10282.0,10914.285714285714,12402.5,14008.07142857143,14754.214285714286,0.060792756147430176,-0.12413696250927886,0.0
68,10520.0,11286.0,12513.0,13418.0,15114.0,12915.0,0.059442030001401934,-0.09414703007927028,0.0
69,13153.0,14122.363636363636,15844.90909090909,17162.636363636364,19751.272727272728,22294.272727272728,0.07012631356005251,-0.10974108561183789,0.0
70,10079.833333333334,10414.5,11163.333333333334,12133.5,13310.833333333334,13841.333333333334,0.04627094441460445,-0.087745582076339,0.0
71,12218.357142857143,12974.5,14679.214285714286,15976.42857142857,17413.071428571428,20517.214285714286,0.04302678558058243,-0.08518736144867921,0.0
72,10268.181818181818,10631.272727272728,11563.90909090909,12414.454545454546,13814.09090909091,14461.636363636364,0.05336309503178356,-0.08866663323279296,0.0
73,11536.0,12184.0,13632.727272727272,14670.818181818182,16142.454545454546,15203.636363636364,0.04775982014834222,-0.0842892341700074,0.0
74,11337.272727272728,11904.09090909091,13040.181818181818,14368.90909090909,15910.272727272728,18035.81818181818,0.050905062284017574,-0.09913802578072259,0.0
75,10651.0,10982.0,11679.0,12025.0,14203.0,14243.0,0.08304102485892939,-0.09751951162970404,0.0
76,10034.0,10409.0,11463.0,11940.0,12366.0,12061.0,0.017526536657615402,-0.037895001888455244,0.0
77,10332.5,10798.333333333334,11534.166666666666,12343.833333333334,13890.5,13346.166666666666,0.05895582125204881,-0.09267902561816611,0.0
78,9674.0,9889.0,10427.0,10627.0,10981.0,11047.0,0.016382821177341727,-0.025878176382660687,0.0
79,8963.0,9263.0,9903.0,10276.0,11137.0,10746.0,0.04020921869892122,-0.05865019011406844,0.0
80,11237.0,11921.454545454546,13044.454545454546,14403.09090909091,16183.0,15589.454545454546,0.058193415307611567,-0.1073834688431176,0.0
81,10939.0,11495.166666666666,12925.833333333334,14214.833333333334,15924.666666666666,15961.166666666666,0.05673064693619111,-0.10394389467542442,0.0
82,10555.363636363636,11002.545454545454,11794.90909090909,12401.818181818182,14454.363636363636,14208.09090909091,0.07642729962290719,-0.10131536111823013,0.0
83,10108.42857142857,10579.357142857143,11703.0,13011.642857142857,15047.07142857143,15902.0,0.07254176191761158,-0.12501168221179654,0.0
84,10259.8,10684.6,11360.8,12607.2,14644.6,14752.6,0.07476203406747442,-0.12627377390849595,0.0
85,9572.636363636364,9965.727272727272,10841.09090909091,11315.727272727272,13513.454545454546,13214.0,0.08851388212550487,-0.10972751026502424,0.0
86,10218.357142857143,10647.07142857143,11329.07142857143,12373.07142857143,13825.857142857143,14107.0,0.05545210409367884,-0.09925632295857952,0.0
87,10339.0,11027.0,12196.0,13296.0,14955.0,13740.0,0.0587235850058405,-0.10161688335604582,0.0
88,10550.785714285714,10946.714285714286,11936.357142857143,13036.357142857143,14361.714285714286,15234.5,0.048374103495292954,-0.09222566565174525,0.0
89,10783.0,11259.6,12483.4,13770.6,14981.4,18238.0,0.042111853088480776,-0.09095278319885818,0.0
90,10299.454545454546,10718.0,11487.727272727272,12071.727272727272,13836.454545454546,13677.0,0.0681146706901997,-0.09274642275080237,0.0
