,0,1,2,3,4,5,6,7,8
0,0.18251194059848785,0.19284029304981232,0.22842387855052948,0.2588701546192169,0.3015581965446472,0.4053597152233124,0.07617037743330002,-0.1379939466714859,0.0
1,0.14004775881767273,0.14956268668174744,0.17372238636016846,0.18351492285728455,0.21881641447544098,0.35606417059898376,0.08774233609437943,-0.11487789452075958,0.0
2,0.1623373180627823,0.17791342735290527,0.20708060264587402,0.2259388118982315,0.2525298595428467,0.3555000126361847,0.05557531863451004,-0.09888647496700287,0.0
3,0.14283134043216705,0.14447760581970215,0.16785970330238342,0.16630448400974274,0.20610447227954865,0.37549999356269836,0.10687172412872314,-0.1022685319185257,0.0
4,0.14958657324314117,0.16920746862888336,0.20235522091388702,0.2302253693342209,0.2626701593399048,0.3699418008327484,0.06582488119602203,-0.12970246374607086,0.0
5,0.1443522423505783,0.14931194484233856,0.1710432767868042,0.1757238805294037,0.20841939747333527,0.34507015347480774,0.08511281758546829,-0.09849749505519867,0.0
6,0.1468179076910019,0.15437760949134827,0.18126268684864044,0.19432537257671356,0.230802983045578,0.35993432998657227,0.08580376207828522,-0.12022426724433899,0.0
7,0.14650149643421173,0.1536298543214798,0.17926417291164398,0.19038209319114685,0.23018507659435272,0.3587746322154999,0.09464120864868164,-0.12436438351869583,0.0
8,0.15438954532146454,0.1644328385591507,0.19024178385734558,0.2039014995098114,0.23719850182533264,0.3646776080131531,0.07548628747463226,-0.10985562205314636,0.0
9,0.1517716348171234,0.17372089624404907,0.20793433487415314,0.22579701244831085,0.25858956575393677,0.3686940371990204,0.0676991418004036,-0.10858014225959778,0.0
10,0.16383133828639984,0.17143581807613373,0.20267462730407715,0.21685223281383514,0.2519671618938446,0.3706209063529968,0.07490076124668121,-0.10842059552669525,0.0
11,0.14736418426036835,0.1635403037071228,0.18913134932518005,0.2012626826763153,0.22610148787498474,0.3587746322154999,0.058120936155319214,-0.08903472125530243,0.0
12,0.1732776165008545,0.18122835457324982,0.20799700915813446,0.22662238776683807,0.25866419076919556,0.36942538619041443,0.06602655351161957,-0.1085738018155098,0.0
13,0.1599373072385788,0.16734924912452698,0.1960970163345337,0.20518507063388824,0.2394626885652542,0.38054776191711426,0.07708937674760818,-0.0995630994439125,0.0
14,0.15724477171897888,0.1538029909133911,0.17706120014190674,0.1846507489681244,0.22212836146354675,0.34763583540916443,0.09213259071111679,-0.1128966435790062,0.0
15,0.14519253373146057,0.16019999980926514,0.19156865775585175,0.21384626626968384,0.2510925233364105,0.3676895499229431,0.08011002093553543,-0.1344682276248932,0.0
16,0.15591193735599518,0.17236866056919098,0.20441193878650665,0.22102835774421692,0.25333282351493835,0.36264029145240784,0.06810098886489868,-0.10687371343374252,0.0
17,0.15724477171897888,0.1547432839870453,0.18100149929523468,0.19428357481956482,0.2269223928451538,0.36474180221557617,0.077488973736763,-0.11257221549749374,0.0
18,0.1732776165008545,0.18058358132839203,0.2059328407049179,0.22223283350467682,0.25808656215667725,0.3686671555042267,0.07464560121297836,-0.11239555478096008,0.0
19,0.1566910445690155,0.17528656125068665,0.20843879878520966,0.22525224089622498,0.2581358253955841,0.3698253631591797,0.0680273026227951,-0.10651464015245438,0.0
20,0.19085074961185455,0.16457761824131012,0.2012074589729309,0.22360597550868988,0.29191792011260986,0.4128358066082001,0.1325097531080246,-0.18395009636878967,0.0
21,0.17414477467536926,0.17341193556785583,0.1955432891845703,0.19424477219581604,0.23282238841056824,0.421261191368103,0.09033149480819702,-0.08702634274959564,0.0
